,dim,info
0,1,0.11532366275787354
1,2,0.6276195049285889
2,3,0.03588828071951866
3,4,0.015427890233695507
4,5,0.00922362506389618
5,6,0.014967303723096848
6,7,0.015102749690413475
7,8,0.024522719904780388
8,9,0.01529314462095499
9,10,0.022915218025445938
10,11,0.021465910598635674
11,12,0.0101146986708045
12,13,0.017600275576114655
13,14,0.017805369570851326
14,15,0.01376299001276493
15,16,0.022966666147112846
16,1,0.16513539850711823
17,2,0.3984614610671997
18,3,0.05327021703124046
19,4,0.02256488800048828
20,5,0.02225516177713871
21,6,0.02898351103067398
22,7,0.040473468601703644
23,8,0.026398474350571632
24,9,0.03096645325422287
25,10,0.020876243710517883
26,11,0.038289185613393784
27,12,0.027419837191700935
28,13,0.03235308453440666
29,14,0.019516997039318085
30,15,0.04626183956861496
31,16,0.02677377127110958
32,1,0.1709880828857422
33,2,0.4849835932254791
34,3,0.04395132511854172
35,4,0.01874963939189911
36,5,0.02705804444849491
37,6,0.011572855524718761
38,7,0.020639730617403984
39,8,0.01851559430360794
40,9,0.013900432735681534
41,10,0.02634304389357567
42,11,0.03175041079521179
43,12,0.019790492951869965
44,13,0.036905646324157715
45,14,0.03284064680337906
46,15,0.019368309527635574
47,16,0.02264215052127838
48,1,0.1051069051027298
49,2,0.6339964270591736
50,3,0.03374180570244789
51,4,0.018907245248556137
52,5,0.013370717875659466
53,6,0.015451435931026936
54,7,0.009869437664747238
55,8,0.018186280503869057
56,9,0.020774303004145622
57,10,0.013443034142255783
58,11,0.013548220507800579
59,12,0.019599175080657005
60,13,0.018780145794153214
61,14,0.02792533114552498
62,15,0.015115058980882168
63,16,0.022184457629919052
64,1,0.1021374762058258
65,2,0.545994758605957
66,3,0.08634109795093536
67,4,0.015646900981664658
68,5,0.017577245831489563
69,6,0.026650723069906235
70,7,0.021038200706243515
71,8,0.020026905462145805
72,9,0.02453075908124447
73,10,0.029108069837093353
74,11,0.02031560242176056
75,12,0.02390296943485737
76,13,0.020105484873056412
77,14,0.022663619369268417
78,15,0.009596207179129124
79,16,0.014363989233970642
80,1,0.1036524772644043
81,2,0.4945595860481262
82,3,0.06441298872232437
83,4,0.02442413941025734
84,5,0.024477390572428703
85,6,0.014886120334267616
86,7,0.028783967718482018
87,8,0.03142894059419632
88,9,0.012549785897135735
89,10,0.03021680749952793
90,11,0.0329216867685318
91,12,0.028171245008707047
92,13,0.0347493439912796
93,14,0.019204258918762207
94,15,0.027096088975667953
95,16,0.028465168550610542
96,1,0.22427783906459808
97,2,0.49238070845603943
98,3,0.039489518851041794
99,4,0.020863542333245277
100,5,0.02538963593542576
101,6,0.025997741147875786
102,7,0.011147149838507175
103,8,0.02556435950100422
104,9,0.029058389365673065
105,10,0.010502217337489128
106,11,0.013492205180227757
107,12,0.01777891255915165
108,13,0.022007806226611137
109,14,0.009312559850513935
110,15,0.019753966480493546
111,16,0.012983453460037708
112,1,0.2334037572145462
113,2,0.5155680179595947
114,3,0.07446391880512238
115,4,0.011571342125535011
116,5,0.015269450843334198
117,6,0.016150206327438354
118,7,0.01885279454290867
119,8,0.01919238455593586
120,9,0.0112826619297266
121,10,0.009993163868784904
122,11,0.010351881384849548
123,12,0.009929895401000977
124,13,0.010219458490610123
125,14,0.019353056326508522
126,15,0.015949511900544167
127,16,0.008448532782495022
128,1,0.1555052250623703
129,2,0.6158979535102844
130,3,0.03220738470554352
131,4,0.007622097618877888
132,5,0.01309009175747633
133,6,0.018925556913018227
134,7,0.013889048248529434
135,8,0.014385754242539406
136,9,0.01299075037240982
137,10,0.020846858620643616
138,11,0.013096432201564312
139,12,0.00799198541790247
140,13,0.018686112016439438
141,14,0.028068268671631813
142,15,0.016131320968270302
143,16,0.010665139183402061
144,1,0.1331753432750702
145,2,0.5751944184303284
146,3,0.03507158160209656
147,4,0.018051376566290855
148,5,0.01695927232503891
149,6,0.018750347197055817
150,7,0.020411355420947075
151,8,0.01454246137291193
152,9,0.022675247862935066
153,10,0.017473099753260612
154,11,0.021450145170092583
155,12,0.015861308202147484
156,13,0.02735653705894947
157,14,0.018599772825837135
158,15,0.01953134313225746
159,16,0.024896370247006416
160,1,0.1755518913269043
161,2,0.5661580562591553
162,3,0.032226208597421646
163,4,0.016761766746640205
164,5,0.01732836291193962
165,6,0.011474799364805222
166,7,0.01750209368765354
167,8,0.021473059430718422
168,9,0.014159232378005981
169,10,0.027935707941651344
170,11,0.020299775525927544
171,12,0.016080893576145172
172,13,0.018561096861958504
173,14,0.014927485026419163
174,15,0.015093334950506687
175,16,0.014466259628534317
176,1,0.11119633913040161
177,2,0.6788724660873413
178,3,0.04237594082951546
179,4,0.017995230853557587
180,5,0.01856619492173195
181,6,0.009961293078958988
182,7,0.0139237055554986
183,8,0.011493111960589886
184,9,0.014900081790983677
185,10,0.010232665576040745
