,graph_idx,dim,info
0,515,0,0.26322677731513977
1,515,1,0.46885883808135986
2,515,2,0.09192293137311935
3,515,3,0.01596277765929699
4,515,4,0.011126856319606304
5,515,5,0.013907804153859615
6,515,6,0.02101587876677513
7,515,7,0.011258725076913834
8,515,8,0.00770496716722846
9,515,9,0.010629771277308464
10,515,10,0.020961513742804527
11,515,11,0.01574866659939289
12,515,12,0.012826092541217804
13,515,13,0.011678306385874748
14,515,14,0.014722990803420544
15,515,15,0.008447110652923584
16,525,0,0.37913790345191956
17,525,1,0.3638964295387268
18,525,2,0.09389199316501617
19,525,3,0.01266664918512106
20,525,4,0.015219359658658504
21,525,5,0.013477545231580734
22,525,6,0.01852172426879406
23,525,7,0.016347039490938187
24,525,8,0.014808624051511288
25,525,9,0.011990534141659737
26,525,10,0.01595868356525898
27,525,11,0.010210351087152958
28,525,12,0.009372646920382977
29,525,13,0.010330620221793652
30,525,14,0.006200389005243778
31,525,15,0.007969504222273827
32,528,0,0.4021682143211365
33,528,1,0.32443180680274963
34,528,2,0.11082141846418381
35,528,3,0.006928653456270695
36,528,4,0.011105366982519627
37,528,5,0.015353839844465256
38,528,6,0.010084529407322407
39,528,7,0.01605754718184471
40,528,8,0.01452011801302433
41,528,9,0.012952210381627083
42,528,10,0.016683707013726234
43,528,11,0.013634311966598034
44,528,12,0.010912464931607246
45,528,13,0.01100891549140215
46,528,14,0.008910142816603184
47,528,15,0.014426752924919128
48,543,0,0.2918660640716553
49,543,1,0.3441672623157501
50,543,2,0.12367990612983704
51,543,3,0.016569742932915688
52,543,4,0.014840737916529179
53,543,5,0.01975095272064209
54,543,6,0.018477343022823334
55,543,7,0.017275983467698097
56,543,8,0.018423233181238174
57,543,9,0.013759796507656574
58,543,10,0.016724565997719765
59,543,11,0.020313629880547523
60,543,12,0.021165933459997177
61,543,13,0.022237179800868034
62,543,14,0.023931780830025673
63,543,15,0.016815895214676857
64,550,0,0.3433036506175995
65,550,1,0.3537003695964813
66,550,2,0.13625547289848328
67,550,3,0.01805068552494049
68,550,4,0.016395406797528267
69,550,5,0.014344852417707443
70,550,6,0.012204019352793694
71,550,7,0.012384332716464996
72,550,8,0.007517560385167599
73,550,9,0.01152814645320177
74,550,10,0.015577771700918674
75,550,11,0.01621631160378456
76,550,12,0.009054256603121758
77,550,13,0.016184836626052856
78,550,14,0.010314014740288258
79,550,15,0.006968322210013866
80,552,0,0.4947489798069
81,552,1,0.2119838297367096
82,552,2,0.09529794752597809
83,552,3,0.012996700592339039
84,552,4,0.011136079207062721
85,552,5,0.01728745549917221
86,552,6,0.011674645356833935
87,552,7,0.02000333182513714
88,552,8,0.013409513980150223
89,552,9,0.015556537546217442
90,552,10,0.011641067452728748
91,552,11,0.015705334022641182
92,552,12,0.02286866307258606
93,552,13,0.018516018986701965
94,552,14,0.011855045333504677
95,552,15,0.015318856574594975
96,554,0,0.5520188212394714
97,554,1,0.23946696519851685
98,554,2,0.07539145648479462
99,554,3,0.011586151085793972
100,554,4,0.011610312387347221
101,554,5,0.010619140230119228
102,554,6,0.008804799988865852
103,554,7,0.0073933349922299385
104,554,8,0.0076782130636274815
105,554,9,0.010682071559131145
106,554,10,0.012381785549223423
