,graph_idx,dim,info
311,788,7,0.02235225960612297
312,788,8,0.018332427367568016
313,788,9,0.016033995896577835
314,788,10,0.011465055868029594
315,788,11,0.014085264876484871
316,788,12,0.012172012589871883
317,788,13,0.00994946714490652
318,788,14,0.009311990812420845
319,788,15,0.01513995137065649
320,794,0,0.6853582262992859
321,794,1,0.06190113350749016
322,794,2,0.09278854727745056
323,794,3,0.012038222514092922
324,794,4,0.009353679604828358
325,794,5,0.011697011068463326
326,794,6,0.01106370147317648
327,794,7,0.021804457530379295
328,794,8,0.008072929456830025
329,794,9,0.012178842909634113
330,794,10,0.009088465012609959
331,794,11,0.015414667315781116
332,794,12,0.012691005133092403
333,794,13,0.011957055889070034
334,794,14,0.013335343450307846
335,794,15,0.011256709694862366
336,803,0,0.6386587023735046
337,803,1,0.10821723192930222
338,803,2,0.09447633475065231
339,803,3,0.010043814778327942
340,803,4,0.014226187951862812
341,803,5,0.0130548644810915
342,803,6,0.015376261435449123
343,803,7,0.009309853427112103
344,803,8,0.011480238288640976
345,803,9,0.012193401344120502
346,803,10,0.01444878801703453
347,803,11,0.013122080825269222
348,803,12,0.007499817758798599
349,803,13,0.01653778925538063
350,803,14,0.008334453217685223
351,803,15,0.013020200654864311
352,804,0,0.6026825904846191
353,804,1,0.09739063680171967
354,804,2,0.09722726047039032
355,804,3,0.013360218144953251
356,804,4,0.011588001623749733
357,804,5,0.022245828062295914
358,804,6,0.015581204555928707
359,804,7,0.016056997701525688
360,804,8,0.009175575338304043
361,804,9,0.011851776391267776
362,804,10,0.017600983381271362
363,804,11,0.01493205688893795
364,804,12,0.012758046388626099
365,804,13,0.021585872396826744
366,804,14,0.01864028349518776
367,804,15,0.017322657629847527
368,807,0,0.6542238593101501
369,807,1,0.09382378309965134
370,807,2,0.11771714687347412
371,807,3,0.007880977354943752
372,807,4,0.012629342265427113
373,807,5,0.009887986816465855
374,807,6,0.01333056390285492
375,807,7,0.0060607148334383965
376,807,8,0.009991521947085857
377,807,9,0.009379273280501366
378,807,10,0.013672852888703346
379,807,11,0.014016742818057537
380,807,12,0.006392762530595064
381,807,13,0.004928071051836014
382,807,14,0.014378075487911701
383,807,15,0.011686326935887337
384,810,0,0.6366255879402161
385,810,1,0.08385373651981354
386,810,2,0.09596185386180878
387,810,3,0.008950714953243732
388,810,4,0.009472652338445187
389,810,5,0.0167037695646286
390,810,6,0.009771846234798431
391,810,7,0.013648154214024544
392,810,8,0.012226209975779057
393,810,9,0.013742892071604729
394,810,10,0.008700431324541569
395,810,11,0.02400076389312744
396,810,12,0.01622876152396202
397,810,13,0.012283713556826115
398,810,14,0.021210193634033203
399,810,15,0.016618726775050163
400,812,0,0.6176570653915405
401,812,1,0.11092344671487808
402,812,2,0.07407868653535843
403,812,3,0.02321523241698742
404,812,4,0.017910346388816833
405,812,5,0.01430483628064394
406,812,6,0.016507508233189583
407,812,7,0.016826022416353226
408,812,8,0.010461386293172836
409,812,9,0.007833634503185749
410,812,10,0.013716481626033783
411,812,11,0.01304566115140915
412,812,12,0.019350988790392876
413,812,13,0.019324053078889847
414,812,14,0.011797591112554073
415,812,15,0.013047078624367714
416,822,0,0.6646146178245544
417,822,1,0.08287326991558075
418,822,2,0.0864558070898056
419,822,3,0.010836784727871418
420,822,4,0.009138037450611591
421,822,5,0.00960108544677496
422,822,6,0.020455922931432724
423,822,7,0.009120706468820572
424,822,8,0.02017069235444069
425,822,9,0.012864992953836918
426,822,10,0.012887378223240376
427,822,11,0.011479637585580349
428,822,12,0.011772630736231804
429,822,13,0.010151509195566177
430,822,14,0.01734907366335392
431,822,15,0.010227871127426624
432,825,0,0.7449098229408264
433,825,1,0.05192461237311363
434,825,2,0.07516258955001831
435,825,3,0.0074865189380943775
436,825,4,0.010928607545793056
437,825,5,0.005505200941115618
438,825,6,0.013297351077198982
439,825,7,0.008027652278542519
440,825,8,0.012105979956686497
441,825,9,0.008727844804525375
442,825,10,0.008314755745232105
443,825,11,0.007798188365995884
444,825,12,0.009717063046991825
445,825,13,0.010562591254711151
446,825,14,0.018632924184203148
447,825,15,0.006898313295096159
448,828,0,0.629535973072052
449,828,1,0.07207371294498444
450,828,2,0.09933505207300186
451,828,3,0.011018596589565277
452,828,4,0.02125772088766098
453,828,5,0.016037186607718468
454,828,6,0.00834566168487072
455,828,7,0.016312332823872566
456,828,8,0.009357720613479614
457,828,9,0.013205718249082565
458,828,10,0.013333182781934738
459,828,11,0.012385813519358635
460,828,12,0.018309852108359337
461,828,13,0.023350359871983528
462,828,14,0.028010601177811623
463,828,15,0.008130524307489395
464,835,0,0.6995779275894165
465,835,1,0.0746326819062233
466,835,2,0.05511327460408211
467,835,3,0.013053019531071186
468,835,4,0.014497920870780945
469,835,5,0.013748387806117535
470,835,6,0.010672078467905521
471,835,7,0.01477908343076706
472,835,8,0.01540293451398611
473,835,9,0.014839031733572483
474,835,10,0.009092905558645725
475,835,11,0.007517764810472727
476,835,12,0.01582906022667885
477,835,13,0.013825690373778343
478,835,14,0.011506275273859501
479,835,15,0.015911972150206566
480,839,0,0.5017291307449341
481,839,1,0.11376626789569855
482,839,2,0.10984622687101364
483,839,3,0.023240553215146065
484,839,4,0.024873513728380203
485,839,5,0.014385748654603958
486,839,6,0.02151023969054222
487,839,7,0.019464334473013878
488,839,8,0.01888638734817505
489,839,9,0.022326132282614708
490,839,10,0.019797280430793762
491,839,11,0.017167838290333748
492,839,12,0.021732596680521965
493,839,13,0.02018287219107151
494,839,14,0.016586067155003548
495,839,15,0.03450479730963707
496,843,0,0.572947084903717
497,843,1,0.12783218920230865
498,843,2,0.08535166084766388
499,843,3,0.020145801827311516
500,843,4,0.012989090755581856
501,843,5,0.02000538632273674
502,843,6,0.014482587575912476
503,843,7,0.01663040742278099
504,843,8,0.02151503786444664
505,843,9,0.013991724699735641
506,843,10,0.015207476913928986
507,843,11,0.016850892454385757
508,843,12,0.018335122615098953
509,843,13,0.011151325888931751
510,843,14,0.01938028447329998
511,843,15,0.013183915987610817
512,865,0,0.7232493162155151
513,865,1,0.0348631851375103
514,865,2,0.09560917317867279
515,865,3,0.014809534884989262
516,865,4,0.007806470617651939
517,865,5,0.01189618930220604
518,865,6,0.011773711070418358
519,865,7,0.011035923846065998
520,865,8,0.010988745838403702
521,865,9,0.014977808110415936
522,865,10,0.0075633591040968895
523,865,11,0.011482960544526577
524,865,12,0.00702411774545908
525,865,13,0.01080295443534851
526,865,14,0.01480538584291935
527,865,15,0.011311152949929237
528,867,0,0.6985015869140625
529,867,1,0.0859072282910347
530,867,2,0.05365751311182976
531,867,3,0.012140682898461819
532,867,4,0.010300986468791962
533,867,5,0.010778794065117836
534,867,6,0.013951949775218964
535,867,7,0.011807471513748169
536,867,8,0.010101517662405968
537,867,9,0.014651083387434483
538,867,10,0.009693103842437267
539,867,11,0.01172676682472229
540,867,12,0.013767765834927559
541,867,13,0.013290722854435444
542,867,14,0.015243986621499062
543,867,15,0.014478822238743305
544,868,0,0.6612673997879028
545,868,1,0.1053922027349472
546,868,2,0.05312380939722061
547,868,3,0.009758845902979374
548,868,4,0.011279193684458733
549,868,5,0.012927808798849583
550,868,6,0.012340271845459938
551,868,7,0.021172527223825455
552,868,8,0.014912000857293606
553,868,9,0.014038655906915665
554,868,10,0.014880346134305
555,868,11,0.01667094975709915
556,868,12,0.015496243722736835
557,868,13,0.012410718016326427
558,868,14,0.01158824097365141
559,868,15,0.012740806676447392
